,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id
765,1,11.833437,0,7,1473.655804,0,0,1,2,0,3,2,31.798987,0,1,1,1,1.0,0,1,0,9
766,3,8.246857,4,0,345.756358,0,3,3,1,0,2,1,23.744941,1,1,1,2,2.0,0,1,0,9
767,3,20.185453,4,4,1856.157564,0,3,3,0,0,3,0,27.618722,1,1,0,2,1.0,1,1,0,9
768,1,40.650441,2,7,7352.059031,1,3,0,1,0,2,1,32.123252,1,1,0,3,1.0,1,1,0,9
769,0,9.156325,2,10,3652.502812,0,4,1,1,0,2,0,37.382289,1,0,0,1,1.0,1,1,0,9
770,1,42.399538,2,3,7386.758845,0,4,0,1,0,1,3,32.275468,1,2,0,1,1.0,0,1,0,9
771,0,23.641785,3,0,2329.131691,0,2,1,3,0,3,3,27.214081,1,0,0,2,1.0,0,1,0,9
772,0,8.256577,2,3,1698.591154,0,2,3,2,0,3,3,21.10315,1,2,0,2,1.0,0,1,0,9
773,3,23.167691,0,3,10455.162925,0,2,3,2,0,3,3,21.826718,1,2,1,2,1.0,1,1,0,9
774,0,9.815816,2,0,798.321592,0,2,0,2,0,0,3,29.461251,1,2,0,1,1.0,1,1,0,9
775,3,30.227405,4,3,12645.795557,0,2,0,2,0,3,0,38.379288,1,1,0,2,1.0,0,1,0,9
776,1,20.444479,4,3,3724.941276,4,0,0,2,0,2,0,65.354746,1,0,0,3,1.0,1,1,0,9
777,0,10.360364,2,10,1443.720288,0,3,0,1,0,1,1,38.72865,2,1,0,1,1.0,0,1,0,9
778,2,24.570129,2,10,3752.762262,3,2,3,2,0,1,1,32.08998,1,1,0,2,1.0,0,1,0,9
779,3,12.320929,4,1,1493.32941,0,2,1,2,0,1,1,42.505521,1,2,2,2,1.0,0,1,0,9
780,1,17.153997,4,10,1342.058773,1,4,3,2,0,3,0,24.330818,1,1,1,3,1.0,0,1,0,9
781,1,33.06341,4,1,6504.369309,2,4,0,2,0,3,2,46.086221,1,1,0,2,1.0,0,0,0,9
782,0,44.465212,2,0,3610.644508,0,4,2,2,0,3,2,51.303799,1,0,0,1,2.0,1,1,0,9
783,3,11.937656,3,4,1294.744568,0,2,3,0,0,1,1,32.249635,0,1,1,2,1.0,1,1,0,9
784,0,35.581298,2,0,3664.109931,4,1,3,0,0,0,1,24.360268,0,1,0,2,1.0,0,1,0,9
785,3,12.009972,4,3,1464.775009,0,2,3,3,1,1,2,27.563717,2,1,1,1,1.0,0,1,0,9
786,0,8.356974,1,10,756.160218,0,4,3,2,0,3,0,41.189075,2,1,0,2,2.0,1,1,0,9
787,3,18.096924,2,0,1389.497108,1,4,1,0,0,1,0,27.005076,1,1,0,3,1.0,1,1,0,9
788,3,8.329078,4,4,831.868523,1,2,0,2,0,3,0,37.805263,1,1,1,2,1.0,1,1,0,9
789,1,11.334978,2,1,1461.997279,0,2,1,2,0,2,2,39.780623,1,1,0,1,2.0,0,1,0,9
790,3,12.027776,4,3,2720.627905,0,3,3,2,0,1,1,58.554134,1,1,1,2,1.0,0,1,0,9
791,3,12.084846,2,1,1796.130476,4,2,3,2,0,1,0,49.124851,2,1,0,2,1.0,1,1,0,9
792,2,12.203623,2,3,1027.556541,0,2,3,2,0,1,1,55.778137,1,1,0,1,1.0,0,1,0,9
793,3,15.89922,4,0,1673.432206,0,2,2,2,0,2,0,51.381331,1,1,0,2,1.0,0,1,0,9
794,0,11.109513,3,10,1275.828727,0,1,2,1,2,1,0,26.754199,1,1,1,2,1.0,1,1,0,9
795,0,39.365375,3,5,3353.368461,0,4,2,2,0,3,2,43.827462,1,1,1,2,2.0,0,1,0,9
796,3,49.355113,2,10,2797.156333,2,1,3,3,1,3,1,28.289757,1,1,0,3,1.0,1,1,0,9
797,3,7.867896,4,3,356.784235,2,4,0,1,0,3,0,38.217049,1,0,2,2,1.0,1,1,0,9
798,1,24.059385,4,4,7456.995231,4,3,1,1,0,2,2,64.146598,1,1,1,1,1.0,0,1,0,9
799,1,14.39792,2,4,1067.953136,4,4,3,2,0,3,0,51.087019,1,1,0,1,1.0,0,1,0,9
800,2,11.964605,2,0,1919.13058,0,0,3,2,0,3,3,27.306577,1,2,0,0,2.0,0,1,0,9
801,3,24.21152,2,3,2059.22219,1,2,3,1,2,1,1,23.006709,1,1,0,2,1.0,0,1,0,9
802,0,39.706266,4,4,1549.569058,0,1,0,2,0,2,3,27.151941,1,0,1,2,1.0,0,1,0,9
803,1,17.771672,2,4,1437.022949,4,2,3,1,0,3,0,25.958426,1,1,0,3,1.0,0,1,0,9
804,3,12.247323,4,4,1315.2789,4,1,1,0,0,3,1,30.745209,1,1,0,2,1.0,0,1,0,9
805,3,18.220054,4,3,914.117861,0,1,3,2,0,1,0,28.902724,1,1,0,1,2.0,0,1,0,9
806,2,41.664266,2,4,5284.409765,0,3,0,3,0,0,3,22.926574,0,1,0,2,1.0,0,1,0,9
807,1,12.792463,2,7,1287.894673,2,2,1,2,0,1,1,25.187833,1,1,0,3,1.0,1,1,0,9
808,3,11.96133,3,10,1680.374564,4,0,1,1,0,3,1,46.805463,1,1,1,0,1.0,0,1,0,9
809,3,14.942364,2,10,1823.444973,4,2,1,0,0,3,0,62.359084,1,1,0,2,1.0,0,1,0,9
810,0,15.873754,2,4,2533.127483,0,2,1,2,1,3,0,54.741763,1,0,3,2,2.0,0,1,0,9
811,0,24.620463,2,9,10341.938377,0,0,3,1,0,3,0,22.664064,1,1,0,0,1.0,1,1,0,9
812,3,34.885646,2,0,3727.322761,1,2,3,3,0,2,2,58.33353,1,1,0,3,1.0,1,1,0,9
813,0,7.797377,2,4,3637.512885,0,2,0,2,0,1,0,27.864376,1,0,0,1,2.0,0,1,0,9
814,1,18.772912,4,3,2404.4181,0,4,3,1,0,2,2,38.182369,0,1,1,2,1.0,0,1,0,9
815,1,16.794892,4,0,1613.332663,0,1,3,1,1,1,1,24.030491,1,1,1,1,1.0,0,1,0,9
816,0,8.316832,3,3,2605.346814,4,2,2,1,0,3,0,30.230556,1,1,1,1,1.0,0,1,0,9
817,2,23.867872,4,0,1954.990575,0,4,3,2,0,3,2,59.660937,1,1,1,2,1.0,0,1,0,9
818,0,22.847847,4,4,2300.860845,1,0,3,2,0,3,2,41.349894,1,1,0,3,1.0,1,1,0,9
819,1,25.225933,2,1,3534.110598,1,4,2,2,0,3,0,51.268346,1,1,0,1,1.0,0,1,0,9
820,3,8.424153,2,4,755.149989,0,2,1,2,2,1,0,31.249545,1,1,0,1,1.0,0,0,0,9
821,2,17.381338,2,0,2213.134757,2,4,1,2,0,0,1,33.645056,1,0,0,2,2.0,0,1,0,9
822,0,11.948967,2,4,1093.37233,0,4,3,1,0,1,1,36.44909,1,0,0,1,1.0,0,1,0,9
823,3,12.180439,2,4,2178.079319,0,2,1,2,0,1,1,31.642858,1,1,0,2,1.0,1,1,0,9
824,0,10.292468,0,3,4284.460085,0,0,0,2,0,3,2,22.981892,1,0,1,3,1.0,1,1,0,9
825,3,12.386604,2,0,2607.481389,0,2,1,1,0,2,3,23.55647,1,2,1,1,1.0,1,1,0,9
826,1,16.43825,4,4,2397.93669,1,2,1,3,0,3,0,28.40891,1,1,1,2,1.0,1,1,0,9
827,3,24.492825,4,1,6041.946646,0,1,3,2,0,3,0,43.444922,1,1,1,2,1.0,1,1,0,9
828,3,11.981763,2,10,1383.471047,1,2,1,1,0,2,1,22.791889,1,1,0,2,1.0,1,1,0,9
829,3,24.042825,4,1,1661.163952,0,4,3,1,0,3,3,37.979236,1,2,2,3,1.0,1,1,0,9
830,3,19.072483,4,0,2556.984344,2,2,3,3,0,3,2,40.755964,1,0,1,2,1.0,1,1,0,9
831,1,19.419112,4,4,3628.524126,0,4,2,2,0,3,2,50.989019,1,1,1,2,1.0,0,1,0,9
832,1,32.138833,2,3,8589.280075,0,0,3,3,0,1,3,24.630069,1,2,0,2,1.0,0,1,0,9
833,1,10.000069,4,3,2327.627921,3,1,0,2,0,3,2,21.262711,1,1,1,2,1.0,0,1,0,9
834,3,16.118404,2,4,7011.928996,2,0,2,2,0,3,3,36.731922,1,2,1,0,1.0,0,1,0,9
835,1,11.949583,4,3,2037.533415,2,4,3,0,2,3,0,37.236271,0,1,2,1,1.0,0,1,0,9
836,1,15.437392,2,0,3267.232836,0,4,0,1,0,3,0,39.181823,1,1,0,2,1.0,0,1,0,9
837,0,11.712738,2,0,2124.913665,4,3,3,2,1,1,2,23.051476,1,0,0,1,1.0,0,1,0,9
838,1,12.406468,2,0,3803.037912,0,2,1,2,0,1,1,30.14494,1,1,0,2,1.0,1,1,0,9
839,0,37.263942,4,5,9602.3992,0,1,0,2,0,1,2,27.646106,1,1,1,1,1.0,1,1,0,9
840,0,21.931209,2,0,2314.575045,0,2,3,2,0,0,0,26.276718,1,1,0,1,1.0,1,1,0,9
841,0,11.930516,1,3,903.710923,0,3,3,1,0,3,0,27.352761,1,0,0,2,1.0,0,1,0,9
842,3,11.946849,2,3,2428.930735,0,4,1,1,0,3,1,21.384895,1,1,0,2,1.0,0,1,0,9
843,0,23.991462,2,3,5335.737731,0,3,0,1,0,3,3,28.532157,0,2,0,2,1.0,0,1,0,9
844,3,5.192143,2,4,1072.061186,4,4,3,0,0,2,1,49.7776,0,1,0,2,1.0,1,1,0,9
845,3,24.484008,2,5,3006.682728,1,4,2,2,0,3,1,38.630004,1,1,0,2,2.0,0,1,0,9
846,3,31.576063,2,10,5998.350275,4,3,3,0,0,2,2,31.466812,1,0,0,2,1.0,0,1,0,9
847,1,5.039303,2,4,1018.389094,3,2,3,1,0,1,2,25.849425,1,1,0,1,1.0,0,1,0,9
848,1,5.718771,3,4,847.677344,4,3,2,2,0,0,0,27.64506,1,0,1,1,1.0,1,1,0,9
849,1,20.952975,3,3,2384.224188,0,1,3,1,0,2,2,23.733117,1,0,3,2,1.0,0,1,0,9
850,3,11.970325,4,10,1453.755145,0,3,3,2,0,2,1,51.049586,1,1,1,1,2.0,1,1,0,9
851,1,10.09543,2,0,1637.955277,3,2,3,2,1,1,3,24.17748,1,2,0,1,1.0,0,1,0,9
852,1,16.878405,4,4,2146.004856,3,3,3,1,2,1,1,26.222398,1,1,1,2,1.0,1,1,0,9
853,1,23.549984,4,1,2199.993335,0,4,3,1,0,3,0,47.283863,0,1,1,2,1.0,1,1,0,9
854,0,30.883035,2,4,8919.51123,0,1,3,2,0,3,2,33.452013,1,0,0,2,1.0,0,1,0,9
855,0,14.242367,4,3,875.69687,0,4,3,2,0,3,2,44.52256,1,0,1,2,1.0,1,1,0,9
856,3,8.665773,2,4,1047.372161,2,4,3,2,0,3,1,38.156253,1,0,1,1,1.0,0,1,0,9
857,3,6.75118,2,4,1532.009,0,4,1,2,0,3,0,24.801428,1,0,0,2,2.0,0,1,0,9
858,2,18.353439,4,10,1331.756315,0,1,3,2,0,0,0,24.352548,1,1,0,1,1.0,1,1,0,9
859,3,50.990968,4,4,4318.481048,0,2,3,2,0,1,3,30.476398,1,1,1,1,2.0,0,1,0,9
860,3,8.350895,2,4,1464.651507,4,2,3,1,0,3,1,29.057634,1,1,0,2,1.0,1,1,0,9
861,1,19.912367,2,1,5558.605143,0,2,0,1,1,1,2,23.43298,1,1,1,2,1.0,0,1,0,9
862,3,22.966908,2,0,2734.38457,0,1,3,2,0,2,2,31.015468,1,1,0,2,1.0,0,1,0,9
863,0,41.740689,0,1,1803.463272,0,3,1,1,0,3,1,34.419698,1,1,1,2,1.0,0,0,0,9
864,3,23.75824,4,3,934.479288,1,4,2,1,0,3,3,41.469043,1,2,1,2,1.0,0,1,0,9
865,1,5.087693,4,2,1563.480438,0,4,2,2,1,3,1,54.791642,1,1,1,2,1.0,1,1,0,9
866,3,6.946319,2,0,3568.976898,2,2,0,2,0,1,3,23.552227,1,2,0,1,1.0,0,1,0,9
867,2,18.755344,2,4,15236.883189,4,4,1,2,0,2,3,50.505365,1,2,0,3,2.0,1,1,0,9
868,1,9.976142,2,3,1533.747419,1,0,3,1,0,1,0,48.039873,1,1,0,2,1.0,0,1,0,9
869,1,10.414188,3,0,1452.171646,0,2,3,2,0,3,0,28.540334,1,0,0,2,1.0,0,1,0,9
870,0,12.113722,2,0,1384.722256,1,3,2,1,0,0,2,38.427719,1,1,0,2,1.0,1,1,0,9
871,1,37.194817,2,3,11170.775121,0,0,0,2,0,1,3,29.818305,0,2,0,2,2.0,1,1,0,9
872,0,15.821677,2,4,3657.068686,0,2,1,2,0,1,3,20.449191,1,0,0,2,2.0,0,1,0,9
873,0,25.158735,2,1,2103.917742,0,3,3,3,0,1,1,35.447942,1,1,0,2,1.0,0,1,0,9
874,1,17.008145,4,5,4108.533484,0,2,1,2,0,2,2,24.437606,1,1,1,2,1.0,0,1,0,9
875,3,8.424153,2,4,755.149989,0,2,1,2,2,1,0,31.249545,1,1,0,1,1.0,0,0,0,9
876,3,14.62812,4,0,1315.522057,4,3,3,1,0,0,0,45.860635,1,1,1,2,1.0,1,1,0,9
877,3,24.206918,2,5,10548.379302,4,4,1,2,0,3,3,29.717197,0,2,2,2,1.0,1,1,0,9
878,3,5.921368,2,0,8024.550418,2,2,1,1,1,1,3,26.768698,1,1,0,2,2.0,1,1,0,9
879,3,27.561269,4,7,650.122645,2,4,1,1,0,3,1,35.641386,0,0,1,2,1.0,0,1,0,9
880,2,23.79153,2,6,9071.417447,3,2,0,1,0,2,2,21.651413,1,1,0,2,1.0,0,1,0,9
881,3,18.104832,2,0,2144.694556,0,3,3,1,0,1,2,30.57844,1,0,0,2,1.0,0,1,0,9
882,1,12.418656,4,10,128.039634,0,2,3,1,2,2,0,32.358756,1,1,0,2,1.0,0,1,0,9
883,1,12.475789,2,4,3431.726463,0,2,1,1,0,2,0,29.184271,1,0,0,3,1.0,1,1,0,9
884,3,8.069086,2,0,1735.978939,1,4,1,2,0,3,0,26.934484,0,1,0,2,1.0,0,0,0,9
885,3,12.09782,4,4,2053.549884,0,2,0,2,0,2,3,26.331239,1,2,1,1,1.0,0,1,0,9
886,3,23.147995,0,4,1854.667951,4,4,1,2,0,3,1,31.692934,0,1,0,2,1.0,0,1,0,9
887,0,38.100959,1,0,6054.263426,0,1,1,2,0,1,2,38.721975,0,1,0,0,1.0,0,1,0,9
888,0,33.056815,2,0,11292.154897,0,2,2,0,0,3,1,31.538375,1,0,0,2,1.0,0,1,0,9
889,1,17.33773,2,7,2293.949744,0,4,1,2,0,3,0,37.795727,1,1,1,1,1.0,0,1,0,9
890,0,12.156403,2,2,970.633178,0,1,2,0,0,2,0,23.44708,1,1,0,1,1.0,0,1,0,9
891,0,25.397469,4,3,1023.036039,0,3,3,2,0,3,1,62.281722,1,1,1,1,1.0,0,1,0,9
892,0,35.64512,2,7,2902.876475,0,4,3,2,0,1,1,34.092061,0,1,0,3,1.0,1,1,0,9
893,0,17.038427,2,3,733.830373,1,2,3,1,0,3,1,21.052062,1,1,0,1,1.0,0,1,0,9
894,1,20.517075,3,0,2509.925807,0,2,3,0,0,1,2,24.458397,1,1,1,2,1.0,0,1,0,9
895,1,26.064525,2,0,10969.743542,0,2,3,0,0,0,3,40.345511,0,2,0,3,1.0,1,1,0,9
896,3,24.904544,2,10,2796.949398,3,2,1,2,0,3,0,22.65368,1,1,1,2,1.0,1,1,0,9
897,3,9.698532,3,1,1684.416197,0,1,0,1,0,1,2,27.933629,1,0,1,3,1.0,1,1,0,9
898,0,5.441547,3,6,508.697898,0,1,3,1,0,3,2,29.488122,1,1,1,2,1.0,1,1,0,9
899,1,8.092352,2,4,1249.078481,4,2,3,2,0,3,2,33.557228,1,1,0,2,1.0,1,1,0,9
900,3,23.351404,2,1,818.039772,4,4,3,2,2,1,0,42.950898,1,1,0,2,2.0,0,1,0,9
901,1,12.543016,2,3,1858.424065,1,2,2,2,0,1,1,28.282363,1,1,0,2,1.0,0,1,0,9
902,1,9.74018,4,4,1582.049524,0,2,3,2,0,1,1,19.763451,1,1,0,2,1.0,1,1,0,9
903,0,17.665376,4,4,922.455045,1,4,3,1,0,1,2,21.699508,0,1,1,1,1.0,0,1,0,9
904,1,13.277042,2,0,4456.306506,0,4,1,3,0,3,1,32.959016,1,1,0,2,1.0,0,1,0,9
905,0,6.259908,4,0,1961.337218,0,4,1,2,0,3,0,41.523237,1,0,0,2,1.0,0,1,0,9
906,3,53.140328,4,7,11692.973653,4,2,1,1,0,1,2,29.154064,1,1,1,2,1.0,0,1,0,9
907,3,18.429284,4,4,4245.155262,3,2,3,2,0,1,0,32.46315,1,1,0,2,2.0,0,1,0,9
908,1,27.520624,2,0,2251.975056,0,3,3,2,0,0,3,29.913308,1,2,0,2,1.0,0,1,0,9
909,0,24.18001,4,3,3079.744872,1,2,3,1,0,1,2,23.464054,1,1,1,2,1.0,0,1,0,9
910,3,12.025327,2,3,2691.340487,3,3,3,1,0,2,3,28.811352,0,1,0,2,1.0,0,1,0,9
911,1,43.038355,4,4,2477.670202,2,3,1,1,0,0,0,34.86026,1,1,0,2,1.0,0,1,0,9
912,2,12.092069,4,3,918.892313,0,4,1,3,0,1,2,71.333642,1,1,2,2,1.0,1,1,0,9
913,3,34.07288,2,0,4608.620662,4,3,2,2,0,3,0,38.748724,1,1,0,2,1.0,0,1,0,9
914,2,45.741853,2,0,573.429218,0,1,3,2,0,3,0,34.697618,1,0,0,2,1.0,0,1,0,9
915,3,44.113841,2,4,8836.588445,2,1,2,2,0,0,2,23.243048,1,1,0,3,1.0,1,1,0,9
916,1,26.122271,4,3,2266.419605,0,2,1,2,0,3,2,33.506191,1,1,1,2,2.0,0,1,0,9
917,0,9.581264,2,4,1731.181557,0,0,0,3,0,3,2,39.48386,1,0,0,3,1.0,0,1,0,9
918,0,12.214584,4,1,1526.002332,0,2,2,2,2,1,0,33.833487,1,1,1,2,1.0,1,1,0,9
919,2,17.670071,2,7,3196.377953,0,2,1,1,0,1,0,24.019289,1,1,0,2,1.0,0,1,0,9
920,3,11.652298,4,0,2349.862054,4,2,1,2,0,1,1,23.497891,1,1,1,2,1.0,1,1,0,9
921,0,18.720692,4,3,914.022288,1,2,3,0,0,1,1,21.616995,1,1,1,2,1.0,0,1,0,9
922,0,25.456162,2,10,7112.346372,0,2,2,2,0,2,2,41.299897,1,1,0,3,2.0,1,1,0,9
923,0,10.554254,2,3,1251.513362,0,4,2,0,1,2,0,44.353512,1,1,0,3,1.0,1,1,0,9
924,3,53.850941,2,4,3740.844839,4,4,3,2,0,0,3,56.52305,1,0,0,2,2.0,0,1,0,9
925,0,15.735025,2,4,659.641309,0,1,3,1,0,1,0,27.873157,1,1,0,2,1.0,1,1,0,9
926,3,25.737384,3,1,3024.676701,2,4,0,3,0,1,1,57.958941,1,1,1,3,1.0,1,1,0,9
927,1,8.586423,3,0,1008.621365,4,3,3,2,0,2,2,41.996742,0,1,1,3,1.0,1,1,0,9
928,0,16.527949,2,0,5895.147525,0,2,3,1,0,3,3,63.613848,1,0,1,1,1.0,0,0,0,9
929,3,23.396172,2,4,1169.21578,3,2,3,3,0,1,3,59.956693,1,2,0,2,2.0,0,1,0,9
930,1,23.149276,2,1,3910.976495,3,4,3,1,0,3,2,53.645129,1,1,0,3,1.0,0,1,0,9
931,3,47.764116,2,3,9202.546047,0,4,3,3,0,0,3,44.455173,1,2,0,2,1.0,0,1,0,9
932,3,24.405599,2,4,2018.048806,0,3,3,2,0,0,0,35.752697,1,1,1,2,2.0,1,1,0,9
933,2,48.087893,1,4,12458.997735,0,2,3,1,1,2,2,48.458323,1,1,0,1,1.0,0,1,0,9
934,3,6.220672,4,1,2084.290807,3,0,1,1,0,3,0,22.45174,1,0,0,2,1.0,0,1,0,9
935,3,46.285494,2,4,44.745074,0,1,3,0,0,1,1,31.516143,1,1,0,1,1.0,0,1,0,9
936,0,4.353217,2,4,863.79908,0,1,3,2,0,2,0,22.101205,1,1,0,2,1.0,0,0,0,9
937,2,17.04447,4,3,743.83178,3,4,3,2,0,1,0,55.028652,1,1,1,2,1.0,1,1,0,9
938,0,11.760524,3,10,546.776906,0,4,2,2,0,1,2,65.682934,1,1,0,1,2.0,0,1,0,9
939,3,19.150336,2,4,2859.5316,0,1,3,2,0,3,2,28.946399,1,1,0,2,1.0,1,1,0,9
940,0,23.968245,2,5,1413.594119,3,4,3,2,0,0,0,33.933256,1,0,0,2,1.0,1,1,0,9
941,3,7.831582,4,7,1712.791692,1,4,1,2,0,2,3,50.804056,0,1,1,2,1.0,0,1,0,9
942,3,11.153947,0,0,528.31357,4,4,3,2,0,0,0,42.982383,0,1,0,1,1.0,0,1,0,9
943,1,9.019429,2,10,1396.748497,0,2,0,1,0,2,0,27.412201,1,1,0,1,1.0,0,1,0,9
944,3,15.375439,2,3,1748.125827,4,2,3,2,0,2,0,33.580049,1,1,0,2,1.0,1,1,0,9
945,0,38.938478,3,3,4774.455059,0,4,3,2,0,3,0,42.863196,1,1,1,3,1.0,1,1,0,9
946,3,12.465993,4,0,386.810271,4,2,3,1,0,1,0,32.015453,1,1,1,2,1.0,0,1,0,9
947,3,33.788441,4,3,3702.791063,0,2,1,1,0,1,2,39.146019,1,0,1,2,1.0,1,1,0,9
948,0,11.623413,2,7,1490.447297,0,1,3,2,0,3,1,35.871028,1,0,1,1,1.0,0,1,0,9
949,3,18.06899,2,0,1949.31244,0,0,0,2,0,1,3,52.248717,1,2,0,2,2.0,1,1,0,9
950,1,15.932603,2,4,3988.473918,1,2,1,2,0,1,1,21.728639,1,1,1,2,1.0,0,1,0,9
951,1,39.474141,2,1,5304.305217,0,3,3,1,0,1,2,39.713145,0,1,0,2,1.0,1,1,0,9
952,3,22.960837,2,0,3387.081568,4,4,0,0,0,3,2,33.310809,0,1,0,2,1.0,1,1,0,9
953,3,13.81647,2,4,1984.379847,0,3,0,2,2,2,1,35.455532,1,1,0,1,1.0,0,1,0,9
954,1,17.442724,2,4,780.307066,2,2,3,2,0,2,0,23.043833,1,1,0,2,1.0,0,1,0,9
955,1,30.568327,2,0,2068.994659,0,4,3,0,0,1,1,47.763908,1,0,0,3,1.0,0,1,0,9
956,3,7.840484,2,1,3843.790626,1,4,0,1,0,3,1,55.514293,1,1,0,2,1.0,1,1,0,9
957,1,23.252466,3,0,4682.38578,0,0,3,2,0,2,2,38.965768,0,1,0,3,1.0,1,1,0,9
958,3,12.025526,2,3,913.872296,4,0,3,1,2,3,2,28.129364,1,1,0,2,1.0,1,1,0,9
959,1,11.908092,2,10,987.13052,0,2,3,2,0,3,1,41.888563,1,0,1,2,1.0,0,1,0,9
960,1,7.589765,2,4,1466.938776,4,2,2,1,0,1,1,28.850779,1,1,0,1,1.0,0,1,0,9
961,0,25.520174,2,1,2303.22644,0,4,3,1,0,3,2,34.260727,1,0,0,3,1.0,1,1,0,9
962,3,12.09782,4,4,2053.549884,0,2,0,2,0,2,3,26.331239,1,2,1,1,1.0,0,1,0,9
963,0,22.833126,2,4,866.753773,0,2,0,2,0,1,1,22.157801,1,0,0,1,2.0,1,1,0,9
964,1,23.552188,3,7,1732.922094,0,2,3,2,0,3,2,46.032479,1,1,0,2,2.0,0,1,0,9
965,0,16.502378,2,4,2136.623577,0,2,1,2,0,1,0,27.765527,1,1,0,2,2.0,1,1,0,9
966,3,8.623044,2,4,1599.197051,4,1,1,1,0,0,0,31.289147,1,1,0,0,1.0,0,1,0,9
967,0,24.806486,2,4,1516.125608,0,1,3,1,0,3,0,60.411156,1,1,0,2,1.0,1,1,0,9
968,0,24.729313,2,10,2110.153783,4,0,3,2,0,3,2,35.347155,1,1,0,2,1.0,0,1,0,9
969,3,18.395988,4,0,1551.873761,0,4,3,2,0,0,1,26.634688,1,1,2,1,1.0,0,1,0,9
970,3,5.367194,2,3,3653.401787,0,0,1,1,0,3,2,54.399247,1,1,0,3,1.0,1,1,0,9
971,2,28.925403,2,0,3424.096414,0,2,1,2,0,1,0,32.766592,1,1,0,2,1.0,0,1,0,9
972,3,12.144627,4,4,2629.81733,1,0,0,2,0,3,2,30.994162,1,1,1,3,1.0,1,1,0,9
973,3,15.277977,4,0,1427.988762,4,2,1,1,0,3,0,26.98269,1,1,1,2,2.0,0,1,0,9
974,3,25.606953,1,4,1136.674305,2,4,3,2,0,0,2,39.253132,2,1,0,3,1.0,1,1,0,9
975,3,24.362959,2,4,2506.603194,0,3,1,2,0,2,1,23.480628,1,0,0,2,2.0,0,1,0,9
976,3,53.097702,1,3,11583.878047,4,0,1,1,0,2,3,61.509342,0,2,0,0,1.0,0,1,0,9
977,2,9.590046,2,4,433.239906,0,3,1,2,0,3,1,40.133103,1,1,0,2,1.0,0,1,0,9
978,0,14.974306,0,3,2533.142763,0,4,3,2,0,3,3,54.56006,1,2,2,3,1.0,1,1,0,9
979,3,23.017595,4,4,2793.89116,0,0,1,3,0,1,2,28.814323,1,0,1,0,2.0,0,1,0,9
980,3,23.347304,0,0,10151.443273,3,2,1,2,0,2,0,38.841769,0,1,1,2,1.0,0,1,0,9
981,1,41.274304,2,3,7399.236164,0,1,0,1,0,0,2,22.261126,1,1,0,3,1.0,1,1,0,9
982,1,9.100107,3,0,760.064742,4,3,2,1,0,1,0,20.76344,1,1,1,2,1.0,0,1,0,9
983,3,25.28187,3,0,4592.019378,0,2,3,2,0,1,0,28.729237,1,1,1,2,1.0,1,1,0,9
984,1,41.791987,1,3,6018.444803,1,2,3,0,0,2,3,27.568428,0,1,0,2,1.0,1,1,0,9
985,1,11.580932,2,0,650.565999,1,4,3,2,0,3,2,62.154629,1,0,0,2,1.0,0,1,0,9
986,3,15.558725,4,0,3014.018126,0,2,2,2,0,1,3,40.833848,1,2,2,2,1.0,0,1,0,9
987,0,43.621696,1,0,2455.672747,0,2,3,3,0,1,0,28.137435,0,1,0,2,1.0,1,1,0,9
988,1,7.582213,4,6,915.629237,4,2,0,2,0,1,0,29.483778,1,1,1,1,1.0,1,1,0,9
989,1,44.218195,1,4,9496.284809,0,4,3,2,2,3,0,41.397366,1,1,0,2,2.0,0,1,0,9
990,3,24.874389,2,4,3905.832155,0,4,3,1,2,3,3,54.354773,2,2,0,1,1.0,0,1,0,9
991,1,17.706567,2,4,1958.035254,0,4,2,2,0,2,1,51.077921,1,1,0,3,1.0,0,1,0,9
992,3,19.457366,2,4,2244.559449,0,4,3,2,0,3,0,56.512571,1,1,0,2,1.0,1,1,0,9
993,0,17.371733,3,0,1719.830548,0,1,2,2,0,3,3,56.668783,1,2,1,1,1.0,0,1,0,9
994,0,17.377597,4,0,2292.621233,0,2,1,2,1,1,0,37.733671,1,1,1,3,1.0,1,1,0,9
995,3,25.743999,4,0,3676.110237,0,1,3,1,0,1,1,22.108743,1,1,0,2,1.0,0,1,0,9
996,0,8.889214,2,4,854.59371,0,0,3,2,0,3,1,25.993596,1,0,0,3,1.0,1,1,0,9
997,1,37.194817,2,3,11170.775121,0,0,0,2,0,1,3,29.818305,0,2,0,2,2.0,1,1,0,9
998,1,16.003905,4,4,566.001589,0,4,3,2,0,3,1,27.452478,1,1,0,2,2.0,1,1,0,9
999,0,12.207907,2,3,1559.839375,0,3,2,2,0,1,0,24.522112,1,0,0,2,1.0,0,1,0,9
0,0,5.600012,2,4,1129.533179,4,1,3,2,0,0,2,64.574124,1,1,0,2,2.0,1,1,1,2
1,0,8.692279,2,1,957.682586,0,1,1,2,0,3,2,39.182956,1,1,0,2,1.0,-1,1,1,2
2,1,25.606102,2,4,3238.73877,4,4,2,1,0,3,2,45.307752,1,0,0,0,1.0,0,1,1,2
3,3,11.591232,3,3,2472.712726,2,3,1,1,0,2,0,28.680047,1,1,0,3,1.0,1,1,1,2
4,0,7.843752,4,0,1052.137553,0,2,2,1,0,3,0,24.734028,1,1,1,2,2.0,0,1,1,2
